,City Name,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
374,Nādāpuram,11.7,75.67,73.4,94,90,2.24,IN,1592872058
375,Marsá Maţrūḩ,31.35,27.25,66.2,82,0,0.98,EG,1592872058
376,Discovery Bay,37.91,-121.6,97.0,27,0,5.99,US,1592872059
377,Avera,33.19,-82.53,86.0,48,40,17.22,US,1592872059
378,Lienz,46.83,12.77,55.26,67,12,6.06,AT,1592872059
379,Sharan,54.82,54.0,43.14,88,26,2.26,RU,1592872059
380,Jackson,42.42,-122.83,96.01,24,1,3.36,US,1592872059
381,Agadez,19.75,10.25,85.66,12,0,6.26,NE,1592872059
382,Sibolga,1.74,98.78,76.55,84,100,1.9,ID,1592872059
383,Iracoubo,5.48,-53.2,77.59,89,78,9.6,GF,1592872059
384,Lockport,41.59,-88.06,72.0,94,90,10.29,US,1592872059
385,São Filipe,14.9,-24.5,77.94,72,0,13.53,CV,1592872060
386,Lieksa,63.32,30.02,56.03,65,40,6.62,FI,1592872060
387,Charters Towers,-20.1,146.27,63.07,33,0,13.33,AU,1592872060
388,Carballo,43.21,-8.69,66.99,93,1,3.36,ES,1592871824
389,Deskáti,39.92,21.8,62.6,93,12,2.68,GR,1592872060
390,Storforshei,66.4,14.52,57.0,89,18,3.91,NO,1592872060
391,Camocim,-2.9,-40.84,79.47,75,37,7.43,BR,1592871764
392,Tazmalt,36.39,4.4,64.4,68,0,4.7,DZ,1592872060
393,Nizhniy Bestyakh,61.96,129.91,69.8,40,71,4.47,RU,1592872060
394,Polessk,54.86,21.1,60.8,93,75,11.18,RU,1592872060
395,Simpang,-1.27,104.08,73.44,99,100,3.47,ID,1592872061
396,Barcelos,41.54,-8.62,71.01,88,0,4.7,PT,1592872061
397,Acapulco de Juárez,16.86,-99.89,86.0,74,75,6.93,MX,1592871799
398,Hurghada,27.26,33.81,89.6,22,0,9.17,EG,1592872061
399,Manta,-0.95,-80.73,75.2,83,75,10.29,EC,1592872061
400,Boa Vista,2.82,-60.67,77.0,88,90,8.05,BR,1592871900
401,Los Llanos de Aridane,28.66,-17.92,71.6,68,90,12.75,ES,1592871773
402,Finschhafen,-6.6,147.87,84.06,67,1,8.88,PG,1592872061
403,Tigil',57.8,158.67,67.41,41,13,6.17,RU,1592872061
404,Namie,37.48,141.0,72.0,76,100,1.01,JP,1592872061
405,Vestmannaeyjar,63.44,-20.27,49.28,81,22,14.5,IS,1592872061
406,Leshukonskoye,64.9,45.76,39.38,92,14,7.16,RU,1592872062
407,Pecos,31.42,-103.49,104.0,10,1,3.36,US,1592872062
408,Seoni Mālwa,22.45,77.47,77.7,83,100,9.86,IN,1592872062
409,Joshīmath,30.57,79.57,63.75,51,60,1.32,IN,1592872062
410,Sungai Penuh,-2.08,101.38,65.62,96,100,1.45,ID,1592872062
411,Kumul,42.8,93.45,71.33,20,0,12.71,CN,1592872062
412,College,64.86,-147.8,53.6,87,90,5.82,US,1592872062
413,Liepāja,56.54,21.04,60.8,100,85,3.36,LV,1592872062
414,Fairbanks,64.84,-147.72,53.6,100,90,11.41,US,1592872040
415,Hasaki,35.73,140.83,70.0,94,75,6.93,JP,1592872063
416,Tabou,4.42,-7.35,77.47,84,98,11.7,CI,1592872063
417,Yangi Marg`ilon,40.43,71.72,82.4,28,75,20.8,UZ,1592871958
418,Biak,-0.91,122.88,79.2,77,33,8.46,ID,1592872063
419,El Tigre,8.89,-64.25,79.2,73,74,13.87,VE,1592872063
420,Namatanai,-3.67,152.43,85.69,65,74,2.98,PG,1592871955
421,Hopelchén,19.77,-89.85,93.2,49,40,17.22,MX,1592872063
422,Tsogni,-2.79,10.1,69.8,93,89,3.29,GA,1592872063
423,Banikoara,11.3,2.44,80.4,73,51,5.46,BJ,1592872063
424,Carauari,-4.88,-66.9,76.66,88,80,1.66,BR,1592872063
425,Aitape,-3.14,142.35,85.41,64,31,4.09,PG,1592872064
426,Madison,34.73,-86.57,73.0,94,75,6.6,US,1592871910
427,Sittwe,20.15,92.9,82.92,85,84,8.63,MM,1592872064
428,Vao,-22.67,167.48,71.87,73,23,11.72,NC,1592872064
429,Newport,51.59,-3.0,57.99,78,25,1.01,GB,1592872064
430,Alofi,-19.06,-169.92,84.2,66,75,5.82,NU,1592872064
431,Gigmoto,13.78,124.39,84.31,75,100,7.36,PH,1592872064
432,Puerto Madryn,-42.77,-65.04,51.67,51,85,14.85,AR,1592872064
433,Dakar,14.69,-17.44,78.8,88,40,6.93,SN,1592871801
434,Praia,14.92,-23.51,78.8,65,0,11.41,CV,1592872064
435,Ritchie,-29.04,24.6,42.8,52,0,4.7,ZA,1592872064
436,Guasdualito,7.24,-70.73,74.52,94,100,1.63,VE,1592872065
437,Cabedelo,-6.98,-34.83,73.4,94,12,4.7,BR,1592871812
438,Pueblo Nuevo,23.38,-105.38,68.94,74,42,4.03,MX,1592872065
439,Riohacha,11.54,-72.91,83.73,71,100,15.73,CO,1592872065
440,Prince Rupert,54.32,-130.32,59.0,77,90,16.11,CA,1592871919
441,Vostok,46.49,135.88,62.98,75,96,1.86,RU,1592872065
442,Phitsanulok,16.92,100.5,82.4,88,75,4.7,TH,1592872065
443,Paita,-5.09,-81.11,66.18,82,9,15.23,PE,1592872065
444,Kieta,-6.22,155.63,86.14,64,67,4.07,PG,1592872065
445,Mokhsogollokh,61.47,128.92,66.97,45,60,5.97,RU,1592871913
446,Estelí,13.09,-86.35,73.4,83,92,4.7,NI,1592872066
447,Sinop Province,41.77,34.87,63.46,78,32,5.66,TR,1592872066
448,Dunmore Town,25.5,-76.65,81.86,80,99,7.07,BS,1592872066
449,Tolaga Bay,-38.37,178.3,57.96,81,36,4.03,NZ,1592872066
450,Mezen',65.85,44.24,42.01,78,43,8.88,RU,1592871788
451,Sakakah,29.97,40.21,84.2,19,0,21.92,SA,1592872066
452,Beringovskiy,63.05,179.32,52.12,57,81,13.62,RU,1592872066
453,Kandalaksha,67.16,32.41,46.67,79,38,3.78,RU,1592872066
454,Saint George,37.1,-113.58,104.0,9,1,12.75,US,1592872066
455,Bogale,16.28,95.4,81.14,87,16,3.31,MM,1592872067
456,Seminole,28.71,-81.21,88.0,62,75,4.7,US,1592871795
457,Xingcheng,40.62,120.72,72.5,76,100,12.06,CN,1592872067
458,Shitanjing,39.23,106.34,73.18,33,33,8.55,CN,1592872067
459,Turukhansk,65.82,87.98,57.2,77,82,6.46,RU,1592872067
460,Erzin,36.96,36.2,72.0,90,65,2.15,TR,1592872005
461,Kununurra,-15.77,128.73,69.8,24,0,10.29,AU,1592872067
462,Andros Town,24.7,-77.77,84.2,74,75,8.05,BS,1592871870
463,Khovd,48.01,91.64,52.65,43,0,0.98,MN,1592871900
464,Bogorodskoye,56.55,37.88,51.91,77,14,4.32,RU,1592872068
465,Pisco,-13.7,-76.22,63.0,82,20,4.7,PE,1592872068
466,Soledade,-28.82,-52.51,61.11,96,0,5.84,BR,1592872068
467,Lincoln,40.8,-96.67,72.0,82,90,4.7,US,1592871788
468,Yar-Sale,66.83,70.83,41.22,69,13,4.76,RU,1592872068
469,Marstal,54.86,10.52,53.6,93,0,5.82,DK,1592872068
470,Kaduqli,11.02,29.72,78.98,59,24,5.84,SD,1592872068
471,Verāval,20.9,70.37,84.11,80,46,10.76,IN,1592872068
472,Mahon,39.89,4.27,69.8,68,0,6.93,ES,1592872068
473,Gondanglegi,-7.75,112.01,75.96,84,56,11.36,ID,1592872068
474,Te Anau,-45.42,167.72,47.3,76,49,1.54,NZ,1592872069
475,Luang Prabang,19.89,102.13,78.8,83,40,0.96,LA,1592872069
476,Katsuura,35.13,140.3,75.99,88,75,3.36,JP,1592872069
477,Laredo,27.51,-99.51,98.6,42,20,14.99,US,1592871949
478,Juneau,58.3,-134.42,59.0,67,90,11.41,US,1592871981
479,Krasnosel'kup,65.7,82.47,52.54,73,0,11.97,RU,1592872069
480,Virginia Beach,36.85,-75.98,71.6,88,75,6.93,US,1592871580
481,St. George's,12.06,-61.75,84.2,79,20,13.87,GD,1592872069
482,Bilma,18.69,12.92,86.67,13,0,5.14,NE,1592872069
483,Sokodé,8.98,1.13,70.99,98,98,3.11,TG,1592872069
484,Hobyo,5.35,48.53,78.21,76,56,25.59,SO,1592872069
485,Det Udom,14.91,105.08,80.6,83,88,2.24,TH,1592872069
486,Narón,43.52,-8.15,64.0,95,7,1.99,ES,1592872070
487,Ocean City,39.28,-74.57,78.8,61,1,13.87,US,1592872070
488,Gävle,60.67,17.14,48.99,73,100,1.68,SE,1592872070
489,Roswell,34.02,-84.36,71.6,94,40,7.81,US,1592872024
490,Medicine Hat,50.05,-110.67,80.6,36,75,9.17,CA,1592871906
491,Moranbah,-22.0,148.05,61.34,35,31,9.37,AU,1592872070
492,San Miguel de Tucumán,-26.82,-65.22,59.0,77,36,1.97,AR,1592872070
493,São Bento,-6.28,-37.75,72.66,65,5,9.89,BR,1592872070
494,Ambon City,-3.7,128.18,80.6,83,40,5.82,ID,1592872070
495,Sechura,-5.56,-80.82,68.83,72,4,15.93,PE,1592872071
496,Rocha,-34.48,-54.33,57.07,91,89,10.04,UY,1592871931
497,Yulara,-25.24,130.99,50.0,57,0,10.29,AU,1592872071
498,Rognan,67.1,15.39,57.0,93,2,4.76,NO,1592872071
499,Port Hawkesbury,45.62,-61.35,64.99,93,90,4.7,CA,1592872071
500,‘Āhuimanu,21.44,-157.84,86.0,58,40,14.99,US,1592872071
501,La Santisima Trinidad,-14.83,-64.9,75.31,82,81,2.51,BO,1592871803
502,Sekoma,-24.4,23.88,48.7,48,0,6.62,BW,1592872071
503,Berezovyy,51.67,135.7,53.92,73,93,4.74,RU,1592872071
504,Bhera,32.48,72.91,92.66,24,0,4.43,PK,1592872071
505,Opelika,32.65,-85.38,72.0,94,1,5.82,US,1592871986
506,Echternach,49.81,6.42,62.6,59,0,9.17,LU,1592872071
507,West Wendover,40.74,-114.07,89.6,17,1,11.41,US,1592872072
508,Finnsnes,69.23,17.98,50.0,81,74,9.17,NO,1592872072
509,Mineiros,-17.57,-52.55,65.1,58,6,3.76,BR,1592872072
510,Buta,2.79,24.73,69.8,91,30,0.38,CD,1592872072
511,Nhulunbuy,-12.23,136.77,80.6,61,75,18.34,AU,1592871916
512,Turan,16.07,108.22,84.2,74,20,4.7,VN,1592872072
513,Mabaruma,8.2,-59.78,76.23,93,100,6.04,GY,1592872072
514,Peterhead,57.51,-1.8,57.99,87,90,13.87,GB,1592872072
515,Kaabong,3.48,34.15,61.05,87,4,0.96,UG,1592872072
516,Alta Floresta,-9.88,-56.09,72.55,63,0,3.47,BR,1592872072
517,Kiryat Gat,31.61,34.76,72.0,81,0,1.25,IL,1592872022
518,Okato,-39.2,173.88,57.0,77,0,5.01,NZ,1592872073
519,Olinda,-8.01,-34.86,80.6,69,20,13.87,BR,1592871821
520,Namangan,41.0,71.67,82.4,28,75,20.8,UZ,1592872073
521,Half Moon Bay,37.46,-122.43,81.0,50,5,9.17,US,1592871910
522,Río Gallegos,-51.62,-69.22,42.8,93,90,11.41,AR,1592872073
523,São José da Coroa Grande,-8.9,-35.15,76.73,82,9,10.31,BR,1592872073
524,Pergamino,-33.89,-60.57,59.0,80,100,4.0,AR,1592872013
525,Kamenka,51.32,42.77,60.01,61,36,1.99,RU,1592872073
526,Ixtapa,20.7,-105.2,87.8,66,40,10.29,MX,1592872073
527,Red Wing,44.56,-92.53,72.0,49,1,4.7,US,1592872073
528,Urusha,54.05,122.9,55.53,80,54,6.17,RU,1592872074
529,Luwuk,-0.95,122.79,80.46,72,27,7.56,ID,1592872074
530,Ossora,59.24,163.07,69.46,47,17,2.71,RU,1592872074
531,Quryq,43.2,51.65,79.27,38,2,10.49,KZ,1592872074
532,Haikou,20.05,110.34,82.4,88,99,8.95,CN,1592872074
533,Anadyr,64.75,177.48,50.0,93,75,2.24,RU,1592871997
534,Semey,50.41,80.23,53.6,54,13,4.47,KZ,1592872074
535,Matamoros,25.53,-103.25,102.2,13,20,11.41,MX,1592872074
536,Aksay,47.26,39.87,66.0,88,62,4.47,RU,1592872074
537,Hammerfest,70.66,23.68,41.0,93,0,4.7,NO,1592872074
538,Zhigansk,66.77,123.37,72.61,36,6,2.75,RU,1592872075
539,Lesosibirsk,58.24,92.48,60.42,62,0,2.53,RU,1592872075
540,Koumac,-20.57,164.28,77.52,58,74,2.28,NC,1592872075
541,Lékoni,-1.58,14.26,76.01,63,44,3.96,GA,1592872075
542,Awjilah,29.11,21.29,67.55,72,0,7.23,LY,1592872009
543,Jacareacanga,-6.22,-57.75,79.68,66,28,1.1,BR,1592872075
544,Pacific Grove,36.62,-121.92,70.0,72,1,13.87,US,1592872021
545,Nantucket,41.28,-70.1,62.6,93,90,4.09,US,1592872075
546,Chandauli,25.27,83.27,80.6,94,75,6.93,IN,1592872075
